"admin_id","1","2","3","4","5","6","7","8","9","10","11","12","admin_name","ctry_id","ctry_name"
1138,0.006734922,0.000994113,0,0.044056409,0.148457925,0.197735739,0.253834044,0.189121703,0.088327975,0.031650513,0.023609688,0.015476968,"Valle",103,"Honduras"
1139,0.020296221,0.021172218,0.056294255,0.135074997,0.19949861,0.235413118,0.196920975,0.091138312,0.018128584,0.004858757,0.007420197,0.013783756,"Yoro",103,"Honduras"
1174,0,0,0,0,0,0,0,0,0,0,0,0,"Andaman and Nicobar Islands",108,"India"
1175,0.077264934,0.020224147,0.001466865,7.08e-05,0.000700243,0.002226578,0.014625294,0.067925686,0.146896259,0.240925528,0.251372951,0.176300683,"Andhra Pradesh",108,"India"
1176,0.016075679,0.026347993,0.048641969,0.069223107,0.098741675,0.154500115,0.192506229,0.230627079,0.132019412,0.01972887,0.003528735,0.008059136,"Arunachal Pradesh",108,"India"
1177,0.038386682,0.024920472,0.016180213,0.014681392,0.041126975,0.136406154,0.212071335,0.292232825,0.15276763,0.014034493,0.02196608,0.035225749,"Assam",108,"India"
1178,0.10645054,0.042436475,0.001814679,0.002324815,0.007833575,0.017352326,0.045080022,0.111831081,0.150366543,0.213200673,0.174528833,0.126780438,"Bihar",108,"India"
1179,0.134651254,0.020991774,0.000813664,0.000530809,0.002384388,0.006479357,0.014760299,0.053777879,0.106974491,0.190011146,0.239547542,0.229077397,"Chandigarh",108,"India"
1180,0.023871187,0.00992409,0.002072984,9.32e-05,0.002149224,0.005913992,0.037928181,0.153449619,0.225132939,0.326377161,0.182676827,0.030410637,"Chhattisgarh",108,"India"
1181,0.013542095,0.003574885,0,0,0.001663213,0.014545894,0.074166467,0.181194461,0.265365362,0.290614555,0.13200318,0.023329887,"Dadra and Nagar Haveli",108,"India"
1182,0.009878367,0.002995189,0.000218126,0,0.018907035,0.076270914,0.146316873,0.221816193,0.25328837,0.186003226,0.067311765,0.016993942,"Daman and Diu",108,"India"
1183,0.092856312,0.00487974,0.002930752,0.001907997,0.00099338,0.000206296,0.001612708,0.010248199,0.077020806,0.232719602,0.317350579,0.25727363,"Delhi",108,"India"
1184,0.000903547,0,0,0,0.002576309,0.027446068,0.126870295,0.226474258,0.314329691,0.22470416,0.061731964,0.014963708,"Goa",108,"India"
1185,0.058722893,0.020122593,0.000720221,0.000184595,0.014268818,0.047907653,0.091619666,0.150730445,0.186508125,0.187866474,0.14374787,0.097600645,"Gujarat",108,"India"
1186,0.118358976,0.035661988,0.01026379,0.004039097,0.000806515,0.002085237,0.008334617,0.031412005,0.093395447,0.214344023,0.259171748,0.222126559,"Haryana",108,"India"
1187,0.033805452,0.019944803,0.025702565,0.04139595,0.075626772,0.102869759,0.128540617,0.154165366,0.142194355,0.131978419,0.088725218,0.055050723,"Himachal Pradesh",108,"India"
1188,0.013943229,0.017737724,0.030450517,0.053947516,0.101929123,0.13542187,0.160291401,0.168808615,0.123661015,0.101029446,0.067564459,0.025215086,"Jammu and Kashmir",108,"India"
1189,0.082107168,0.031590631,0.002233749,0.000584523,0.003780084,0.008710265,0.034316561,0.118911602,0.170817654,0.260263521,0.187574594,0.099109648,"Jharkhand",108,"India"
1190,0.040762141,0.004850681,0.000661138,0.008927177,0.032201581,0.050191628,0.073980094,0.114462078,0.156232928,0.214238943,0.186805495,0.116686116,"Karnataka",108,"India"
1191,0.009197393,0.005966024,0.009581585,0.017500458,0.032482711,0.066768641,0.145658316,0.21240176,0.250685984,0.171640482,0.055600231,0.022516414,"Kerala",108,"India"
1192,0,0,0,0,0,0,0,0,0,0,0,0,"Lakshadweep",108,"India"
1193,0.111111461,0.040220365,0.000992651,1.06e-05,0.001636474,0.014174911,0.05416165,0.109705299,0.143798958,0.18401627,0.181604275,0.158567058,"Madhya Pradesh",108,"India"
1194,0.03766392,0.014350624,0.002677031,1.74e-08,0.004728195,0.017321759,0.064835537,0.158106743,0.2205271,0.237491968,0.162047677,0.08024943,"Maharashtra",108,"India"
1195,0.007089048,0.008070139,0.010273028,0.01137783,0.025348266,0.090624668,0.187829365,0.278985313,0.25193705,0.110403293,0.01271872,0.005343282,"Manipur",108,"India"
